loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,issue_date,maturity_date,outstanding_balance,loan_status
2087,3887,2,Personal Loan,11637.32,16.44,36,2025-04-15,2028-04-15,9462.9,Non-Performing
2088,3888,17,Agriculture Loan,2940.93,11.58,24,2024-06-15,2026-06-15,763.63,Current
2089,3889,1,Vehicle Loan,9597.47,13.05,48,2025-07-04,2029-07-04,8646.17,Non-Performing
2090,3890,6,Housing Loan,93030.51,10.04,204,2025-12-07,2042-12-07,93802.4,Current
2091,3892,3,Vehicle Loan,28681.94,10.88,48,2025-12-17,2029-12-17,28332.74,Current
2092,3893,6,SME Loan,26093.98,13.93,84,2025-04-01,2032-04-01,23217.91,Current
2093,3894,2,Personal Loan,9614.76,14.95,12,2025-06-20,2026-06-20,4640.82,Current
2094,3895,18,Housing Loan,56015.3,10.52,84,2024-08-18,2031-08-18,44864.64,Current
2095,3897,1,Housing Loan,28433.32,8.77,228,2025-06-13,2044-06-13,27772.78,Current
2096,3898,8,Vehicle Loan,21708.27,11.95,48,2025-06-20,2029-06-20,19652.39,Current
2097,3903,2,Vehicle Loan,13315.66,10.51,48,2025-01-01,2029-01-01,9684.97,Current
2098,3904,11,Vehicle Loan,12696.24,13.38,36,2025-11-23,2028-11-23,12375.34,Current
2099,3911,1,Housing Loan,11652.05,8.15,204,2025-06-15,2042-06-15,11519.26,Current
2100,3912,5,Vehicle Loan,6431.03,14.67,60,2025-11-30,2030-11-30,6318.74,Past Due
2101,3915,2,Housing Loan,27911.7,8.15,156,2025-08-06,2038-08-06,25843.81,Current
2102,3916,13,Personal Loan,5428.02,14.06,36,2026-01-02,2029-01-02,5288.48,Current
2103,3917,1,Personal Loan,9082.51,15.54,36,2025-12-29,2028-12-29,9134.76,Current
2104,3918,1,SME Loan,50693.49,12.95,84,2024-12-15,2031-12-15,44428.52,Current
2105,3921,3,Vehicle Loan,6720.21,11.81,48,2024-08-04,2028-08-04,4369.58,Non-Performing
2106,3925,7,Vehicle Loan,7050.99,14.52,36,2025-02-10,2028-02-10,5187.55,Non-Performing
2107,3926,8,Personal Loan,12614.78,16.28,36,2025-11-02,2028-11-02,12450.11,Current
2108,3928,1,Housing Loan,36574.7,11.46,216,2024-12-20,2042-12-20,34008.51,Current
2109,3929,3,Agriculture Loan,3969.71,11.01,48,2025-10-02,2029-10-02,3596.68,Current
2110,3931,6,SME Loan,43022.49,10.96,48,2024-07-03,2028-07-03,25687.86,Current
2111,3933,11,Personal Loan,22609.29,16.58,24,2025-02-24,2027-02-24,13700.46,Current
2112,3934,9,Personal Loan,7514.69,17.24,60,2025-01-20,2030-01-20,5866.1,Current
2113,3937,18,SME Loan,36230.54,14.13,84,2025-07-20,2032-07-20,32573.67,Current
2114,3940,6,Vehicle Loan,5078.79,13.09,24,2024-08-07,2026-08-07,1508.93,Past Due
2115,3941,2,Agriculture Loan,3233.71,12.93,48,2025-11-13,2029-11-13,3073.35,Current
2116,3946,5,SME Loan,58195.89,10.8,60,2024-12-24,2029-12-24,45476.15,Current
2117,3948,18,Vehicle Loan,3575.03,12.26,60,2025-02-21,2030-02-21,2961.59,Past Due
2118,3950,10,Vehicle Loan,2853.55,11.34,60,2024-01-28,2029-01-28,1700.68,Past Due
2119,3956,8,Vehicle Loan,5740.25,10.77,24,2025-02-26,2027-02-26,3358.64,Current
2120,3957,11,Vehicle Loan,3016.69,13.93,36,2026-01-25,2029-01-25,3124.98,Current
2121,3958,12,Housing Loan,31255.0,11.91,168,2025-09-05,2039-09-05,30335.09,Current
2122,3959,3,Vehicle Loan,8358.24,14.37,36,2025-05-31,2028-05-31,6822.15,Current
2123,3960,15,Vehicle Loan,5521.28,13.84,36,2023-04-17,2026-04-17,601.96,Past Due
2124,3961,1,Agriculture Loan,1370.19,12.67,24,2024-10-25,2026-10-25,573.08,Past Due
2125,3964,4,Personal Loan,24224.21,12.9,60,2025-06-29,2030-06-29,22782.4,Past Due
2126,3965,12,SME Loan,43038.18,10.92,60,2023-12-20,2028-12-20,24813.96,Current
2127,3966,16,Housing Loan,59212.13,9.66,192,2025-03-28,2041-03-28,55140.94,Current
2128,3969,4,SME Loan,34535.66,13.39,24,2024-08-29,2026-08-29,12037.64,Current
2129,3969,4,Housing Loan,66367.76,11.19,204,2024-05-28,2041-05-28,57525.63,Current
2130,3974,16,Agriculture Loan,2310.77,12.83,48,2025-10-29,2029-10-29,2241.25,Current
2131,3975,5,Housing Loan,106017.85,11.2,192,2025-08-20,2041-08-20,101375.15,Current
2132,3978,9,Personal Loan,2227.48,15.37,12,2025-08-07,2026-08-07,1522.64,Defaulted
2133,3979,18,Vehicle Loan,5155.34,13.67,24,2025-04-11,2027-04-11,3278.75,Current
2134,3981,6,Agriculture Loan,2857.89,13.32,24,2025-05-29,2027-05-29,1979.57,Current
2135,3982,3,Agriculture Loan,10254.23,11.41,12,2024-01-04,2025-01-04,0.0,Closed
2136,3983,1,Vehicle Loan,4879.67,10.71,60,2025-07-23,2030-07-23,4643.33,Current
2137,3984,14,Personal Loan,8888.07,12.1,24,2024-03-08,2026-03-08,705.11,Current
2138,3986,12,SME Loan,46927.52,13.29,84,2024-11-16,2031-11-16,38527.18,Past Due
2139,3987,12,Housing Loan,30736.16,11.75,132,2024-12-15,2035-12-15,27345.47,Current
2140,3990,1,Housing Loan,129149.87,11.68,84,2025-02-09,2032-02-09,116547.38,Current
2141,3994,16,Agriculture Loan,2380.59,13.3,36,2026-01-27,2029-01-27,2381.45,Past Due
2142,3995,4,Vehicle Loan,5877.64,12.92,36,2025-06-27,2028-06-27,5037.83,Current
2143,3997,17,Housing Loan,68280.05,8.17,192,2025-07-23,2041-07-23,64972.56,Current
2144,3998,4,Vehicle Loan,19655.33,14.74,60,2024-12-19,2029-12-19,15071.79,Non-Performing
2145,3999,9,Vehicle Loan,7118.35,10.52,60,2025-06-25,2030-06-25,6207.58,Current
2146,4000,5,Personal Loan,8743.59,17.25,60,2024-07-30,2029-07-30,6388.45,Non-Performing
2147,4002,10,Personal Loan,6387.59,12.73,24,2025-06-29,2027-06-29,4727.1,Defaulted
2148,4003,1,Personal Loan,3764.29,15.29,60,2024-05-18,2029-05-18,2648.45,Current
2149,4004,1,Vehicle Loan,12403.68,10.29,60,2024-11-13,2029-11-13,9453.95,Current
2150,4005,6,Housing Loan,23731.66,10.87,192,2025-05-20,2041-05-20,22544.48,Current
2151,4009,5,Housing Loan,12401.17,10.91,132,2024-12-06,2035-12-06,11237.05,Current
2152,4010,8,Vehicle Loan,12607.9,10.53,60,2024-03-09,2029-03-09,7796.93,Current
2153,4011,4,Agriculture Loan,4991.58,13.34,36,2025-01-05,2028-01-05,3463.05,Non-Performing
2154,4012,15,Personal Loan,8578.41,12.92,48,2024-07-10,2028-07-10,5309.03,Current
2155,4016,15,Agriculture Loan,3008.01,13.73,36,2024-12-27,2027-12-27,2070.0,Current
2156,4017,1,Vehicle Loan,4609.11,11.56,60,2025-09-28,2030-09-28,4472.18,Current
2157,4018,5,Agriculture Loan,1272.41,11.73,24,2025-06-01,2027-06-01,935.82,Non-Performing
2158,4020,3,Housing Loan,13172.45,10.85,72,2025-10-02,2031-10-02,12004.96,Current
2159,4022,9,SME Loan,69838.26,14.92,60,2025-12-28,2030-12-28,67321.98,Current
2160,4026,11,SME Loan,30646.48,12.8,72,2023-12-05,2029-12-05,20358.0,Current
2161,4028,18,Housing Loan,32740.63,8.47,84,2024-10-27,2031-10-27,25929.63,Current
2162,4031,9,SME Loan,53794.29,12.62,48,2025-06-16,2029-06-16,49173.65,Current
2163,4032,10,Housing Loan,53443.27,8.11,84,2025-06-03,2032-06-03,46567.82,Past Due
2164,4033,10,Vehicle Loan,5023.97,13.39,48,2025-07-09,2029-07-09,4558.04,Current
2165,4035,8,Vehicle Loan,3829.49,14.72,24,2023-07-14,2025-07-14,0.0,Closed
2166,4036,6,Personal Loan,5675.45,14.36,12,2025-10-25,2026-10-25,4924.08,Current
2167,4042,14,Housing Loan,68072.27,8.78,228,2025-05-22,2044-05-22,67437.56,Current
2168,4043,10,Vehicle Loan,3404.98,10.1,60,2023-11-20,2028-11-20,1940.95,Current
2169,4045,8,Vehicle Loan,12539.19,10.3,36,2025-11-27,2028-11-27,11849.14,Current
2170,4046,6,SME Loan,17458.24,14.98,36,2025-10-11,2028-10-11,15909.63,Current
2171,4048,9,Vehicle Loan,4129.52,11.15,24,2025-03-15,2027-03-15,2621.22,Current
2172,4049,10,Vehicle Loan,4449.5,11.35,24,2024-11-22,2026-11-22,2062.54,Defaulted
2173,4050,4,Housing Loan,65112.77,10.11,96,2024-12-10,2032-12-10,54358.77,Current
2174,4051,1,Vehicle Loan,5369.63,10.23,60,2025-11-22,2030-11-22,5334.28,Current
2175,4052,16,Personal Loan,16221.2,16.49,36,2025-05-06,2028-05-06,13623.48,Current
2176,4055,2,Housing Loan,21304.86,11.6,96,2024-07-16,2032-07-16,16918.96,Current
2177,4060,2,SME Loan,59929.47,12.09,60,2025-08-04,2030-08-04,58185.13,Current
2178,4063,1,Agriculture Loan,2619.26,13.23,36,2025-11-23,2028-11-23,2481.62,Current
2179,4065,11,Vehicle Loan,6773.43,14.65,36,2025-05-29,2028-05-29,5186.72,Current
2180,4067,10,Vehicle Loan,13755.36,10.56,24,2025-05-01,2027-05-01,9227.52,Current
2181,4068,14,Vehicle Loan,7183.92,14.44,24,2026-01-08,2028-01-08,6839.55,Current
2182,4069,8,Agriculture Loan,2016.61,9.91,36,2024-07-17,2027-07-17,1040.97,Past Due
2183,4070,6,Housing Loan,26631.47,8.58,132,2025-08-24,2036-08-24,25151.81,Current
2184,4073,4,Housing Loan,24785.93,9.15,120,2025-07-05,2035-07-05,23344.85,Current
2185,4075,9,Vehicle Loan,6002.19,14.61,36,2025-02-03,2028-02-03,4000.23,Past Due
2186,4077,2,Vehicle Loan,11845.96,14.78,36,2025-02-20,2028-02-20,8250.08,Current
2187,4080,16,Vehicle Loan,14612.99,11.48,60,2025-04-23,2030-04-23,12861.35,Current
2188,4082,3,Housing Loan,26394.27,10.43,156,2025-05-16,2038-05-16,25478.91,Non-Performing
2189,4083,1,Personal Loan,9024.99,13.51,36,2025-04-21,2028-04-21,7177.29,Current
2190,4085,6,Vehicle Loan,5627.09,12.55,36,2024-01-22,2027-01-22,1952.26,Current
2191,4086,6,Vehicle Loan,24360.34,10.55,60,2025-06-24,2030-06-24,22250.34,Current
2192,4088,17,Housing Loan,38468.2,11.27,132,2025-11-28,2036-11-28,38595.88,Current
2193,4089,14,Agriculture Loan,4694.3,9.04,24,2025-03-11,2027-03-11,2933.72,Current
2194,4090,12,Vehicle Loan,17703.96,12.02,60,2025-09-30,2030-09-30,16686.04,Current
2195,4094,6,Vehicle Loan,19201.95,10.73,24,2025-06-30,2027-06-30,13953.65,Current
2196,4097,2,Housing Loan,67221.57,9.39,108,2024-02-12,2033-02-12,55029.42,Current
2197,4097,2,SME Loan,52359.62,12.33,60,2024-07-12,2029-07-12,36068.86,Current
2198,4102,8,Personal Loan,20909.64,15.85,48,2024-10-10,2028-10-10,14983.71,Current
2199,4103,10,Vehicle Loan,7272.57,12.5,24,2025-02-16,2027-02-16,4105.56,Current
2200,4105,1,Personal Loan,6774.33,15.18,60,2025-11-08,2030-11-08,6601.27,Current
2201,4109,4,Vehicle Loan,17753.26,11.68,36,2024-03-21,2027-03-21,7079.09,Current
2202,4110,10,Housing Loan,63422.33,9.94,192,2025-11-30,2041-11-30,65683.04,Current
2203,4111,12,Vehicle Loan,8371.83,10.71,60,2025-01-15,2030-01-15,6616.45,Current
2204,4112,18,Housing Loan,28310.12,10.03,60,2025-06-02,2030-06-02,24788.76,Current
2205,4113,3,Housing Loan,73563.02,10.42,108,2024-07-09,2033-07-09,59736.51,Non-Performing
2206,4114,12,Housing Loan,29647.57,8.28,192,2025-01-22,2041-01-22,29264.95,Current
2207,4115,7,Vehicle Loan,12918.9,14.79,60,2025-01-05,2030-01-05,10003.41,Non-Performing
2208,4118,5,Vehicle Loan,10560.03,10.72,36,2025-06-10,2028-06-10,9195.25,Current
2209,4120,4,Housing Loan,25026.64,10.05,84,2025-06-21,2032-06-21,22201.19,Current
2210,4121,15,Agriculture Loan,7242.91,13.24,12,2025-02-07,2026-02-07,1193.34,Current
2211,4122,3,Vehicle Loan,12119.58,11.0,36,2025-01-15,2028-01-15,8183.37,Current
2212,4123,5,Personal Loan,10969.49,15.08,24,2025-06-28,2027-06-28,8139.86,Current
2213,4126,16,Personal Loan,2911.49,17.1,12,2024-11-22,2025-11-22,0.0,Closed
2214,4127,4,Vehicle Loan,7230.73,14.47,36,2024-12-27,2027-12-27,4697.59,Current
2215,4128,3,Housing Loan,37420.76,8.02,120,2026-01-07,2036-01-07,37379.69,Non-Performing
2216,4129,18,SME Loan,49041.92,14.77,72,2025-03-22,2031-03-22,44910.41,Current
2217,4130,16,Personal Loan,11100.99,14.42,60,2024-10-25,2029-10-25,8699.02,Non-Performing
2218,4131,6,Housing Loan,73865.77,11.91,204,2025-03-19,2042-03-19,70534.77,Current
2219,4132,10,Vehicle Loan,9046.82,13.51,36,2023-10-10,2026-10-10,2210.1,Current
2220,4133,1,Personal Loan,9588.53,17.77,48,2025-08-25,2029-08-25,8419.48,Current
2221,4134,17,Vehicle Loan,8968.12,14.67,36,2025-06-29,2028-06-29,7448.02,Current
2222,4135,18,SME Loan,38777.92,11.0,72,2025-10-21,2031-10-21,38209.22,Past Due
2223,4137,3,Personal Loan,18420.45,14.77,36,2025-07-29,2028-07-29,15470.04,Current
2224,4139,1,Agriculture Loan,4673.02,10.22,48,2024-01-04,2028-01-04,2437.69,Current
2225,4140,1,SME Loan,21369.34,11.98,36,2024-09-03,2027-09-03,11931.59,Past Due
2226,4142,14,Vehicle Loan,4066.46,11.14,48,2025-08-30,2029-08-30,3757.34,Current
2227,4143,18,Agriculture Loan,1750.58,10.6,36,2024-12-10,2027-12-10,1222.42,Current
2228,4144,3,Agriculture Loan,1522.75,10.96,36,2024-04-07,2027-04-07,658.18,Current
2229,4145,11,Vehicle Loan,7517.97,13.43,24,2025-03-06,2027-03-06,4184.08,Current
2230,4146,14,Housing Loan,21539.87,11.31,168,2025-11-14,2039-11-14,22481.23,Current
2231,4148,4,Agriculture Loan,3086.84,12.91,36,2025-05-21,2028-05-21,2468.92,Current
2232,4149,4,Personal Loan,18711.94,13.42,48,2025-06-15,2029-06-15,15876.0,Current
2233,4151,10,Agriculture Loan,7603.66,13.48,12,2023-09-14,2024-09-14,0.0,Closed
2234,4154,2,SME Loan,12748.12,10.83,60,2024-12-12,2029-12-12,10154.58,Current
2235,4157,4,Housing Loan,33069.43,9.62,156,2025-10-22,2038-10-22,32201.52,Past Due
2236,4158,5,Vehicle Loan,19695.58,10.46,60,2025-11-28,2030-11-28,18842.57,Current
2237,4160,9,Vehicle Loan,9878.09,13.64,24,2025-05-24,2027-05-24,7262.53,Past Due
2238,4161,5,Personal Loan,4553.23,17.48,36,2025-08-31,2028-08-31,3923.69,Current
2239,4165,11,Housing Loan,24484.66,8.41,168,2024-12-25,2038-12-25,21945.53,Current
2240,4166,17,Personal Loan,8877.5,13.95,60,2025-10-05,2030-10-05,8563.86,Past Due
2241,4169,4,Housing Loan,42103.04,8.56,144,2024-08-20,2036-08-20,36207.7,Non-Performing
2242,4171,18,Personal Loan,14162.44,14.58,48,2025-04-21,2029-04-21,11429.87,Current
2243,4172,17,Housing Loan,29166.63,10.51,192,2025-08-25,2041-08-25,29283.92,Past Due
2244,4173,10,Housing Loan,42759.73,11.97,72,2025-04-29,2031-04-29,37605.97,Current
2245,4174,1,Personal Loan,5959.42,17.57,24,2025-06-11,2027-06-11,4431.89,Current
2246,4178,2,Vehicle Loan,10445.69,12.04,24,2024-10-05,2026-10-05,3914.89,Current
2247,4180,9,Vehicle Loan,8382.79,12.64,60,2024-04-04,2029-04-04,5571.06,Current
2248,4181,1,Personal Loan,9050.23,15.22,12,2024-09-17,2025-09-17,0.0,Closed
2249,4182,4,Personal Loan,3643.87,14.62,48,2025-06-22,2029-06-22,3328.22,Current
2250,4184,9,Personal Loan,10166.4,14.37,60,2024-05-15,2029-05-15,7235.84,Current
2251,4185,9,Vehicle Loan,5356.24,10.25,24,2025-08-21,2027-08-21,4631.99,Non-Performing
2252,4190,3,Vehicle Loan,12660.52,14.91,36,2025-10-08,2028-10-08,12133.61,Current
2253,4191,17,Agriculture Loan,907.98,10.38,36,2025-05-18,2028-05-18,710.07,Current
2254,4192,18,Vehicle Loan,21492.06,10.71,24,2025-01-22,2027-01-22,12059.01,Current
2255,4193,8,Housing Loan,40135.31,11.95,204,2025-06-12,2042-06-12,40558.18,Current
2256,4194,2,Housing Loan,16413.22,8.47,96,2025-06-12,2033-06-12,14709.69,Current
2257,4195,13,Agriculture Loan,8434.54,11.0,48,2025-02-21,2029-02-21,6899.29,Current
2258,4199,4,Vehicle Loan,3323.31,10.88,48,2025-06-08,2029-06-08,3045.44,Current
2259,4201,14,Vehicle Loan,6908.77,12.72,24,2025-05-19,2027-05-19,4695.09,Non-Performing
2260,4202,18,Housing Loan,14269.8,9.09,156,2025-06-04,2038-06-04,13677.2,Current
2261,4203,4,Housing Loan,13705.42,9.05,228,2025-12-03,2044-12-03,13182.6,Current
2262,4204,1,Personal Loan,4340.27,14.63,36,2025-05-19,2028-05-19,3324.1,Past Due
2263,4205,7,SME Loan,105046.78,14.36,72,2024-09-19,2030-09-19,81191.5,Current
2264,4206,8,Personal Loan,14207.06,14.33,36,2026-01-25,2029-01-25,14187.52,Current
2265,4214,11,SME Loan,12738.9,11.35,36,2026-01-11,2029-01-11,13062.9,Current
2266,4215,18,Vehicle Loan,3833.29,11.99,24,2025-02-18,2027-02-18,2244.48,Current
2267,4216,4,Personal Loan,11619.24,15.9,24,2025-01-15,2027-01-15,6389.2,Current
2268,4217,15,Personal Loan,10132.88,15.58,48,2025-05-23,2029-05-23,8810.86,Current
2269,4218,6,Agriculture Loan,7546.14,10.39,12,2024-06-14,2025-06-14,0.0,Closed
2270,4219,4,SME Loan,38171.88,13.05,24,2024-08-30,2026-08-30,12471.13,Current
2271,4222,18,SME Loan,115753.49,10.05,60,2025-06-04,2030-06-04,98928.3,Current
2272,4224,7,Personal Loan,10860.04,13.91,36,2025-01-15,2028-01-15,7227.35,Past Due
2273,4225,9,Personal Loan,15229.42,17.09,60,2024-01-20,2029-01-20,9055.64,Current
2274,4226,7,Vehicle Loan,7918.04,12.48,60,2025-01-21,2030-01-21,6771.56,Current
2275,4231,2,Vehicle Loan,7791.35,14.84,24,2025-06-29,2027-06-29,5981.28,Current
2276,4237,5,Vehicle Loan,11291.17,10.15,24,2025-04-07,2027-04-07,7789.11,Current
2277,4238,2,Vehicle Loan,4483.85,14.16,48,2025-07-21,2029-07-21,3961.44,Current
2278,4239,3,Personal Loan,12939.77,17.59,60,2025-06-23,2030-06-23,11408.68,Current
2279,4240,14,Personal Loan,16278.5,12.4,60,2025-06-15,2030-06-15,14367.18,Current
2280,4241,16,Vehicle Loan,33911.14,11.78,24,2025-11-05,2027-11-05,31073.41,Current
2281,4242,16,Housing Loan,28135.86,8.82,204,2025-06-05,2042-06-05,27773.37,Current
2282,4243,3,Agriculture Loan,2629.8,10.18,48,2025-12-19,2029-12-19,2734.45,Current
2283,4245,8,Vehicle Loan,5226.13,11.8,60,2025-06-08,2030-06-08,4627.45,Current
2284,4252,6,Vehicle Loan,6161.57,12.21,24,2025-06-22,2027-06-22,4472.71,Past Due
2285,4255,4,Agriculture Loan,2134.87,13.63,12,2024-08-26,2025-08-26,0.0,Closed
2286,4256,18,Vehicle Loan,10687.33,11.52,60,2025-10-25,2030-10-25,10132.36,Current
2287,4260,6,Personal Loan,5837.81,16.3,36,2025-02-03,2028-02-03,4126.86,Current
2288,4262,9,Housing Loan,22189.13,9.53,228,2024-10-06,2043-10-06,21181.92,Current
2289,4263,12,Vehicle Loan,16466.75,11.66,24,2024-02-23,2026-02-23,1366.97,Current
2290,4267,17,Vehicle Loan,9398.7,14.32,36,2024-11-28,2027-11-28,5908.56,Defaulted
2291,4269,9,Vehicle Loan,10825.43,14.06,36,2025-10-30,2028-10-30,9844.86,Current
2292,4270,17,Housing Loan,21969.07,10.96,192,2023-09-26,2039-09-26,18400.53,Current
2293,4271,6,Housing Loan,154747.23,10.4,84,2024-02-27,2031-02-27,108756.35,Defaulted
2294,4272,13,Personal Loan,7119.98,15.6,60,2025-03-30,2030-03-30,6145.9,Current
2295,4273,5,Vehicle Loan,8158.94,11.39,24,2025-10-06,2027-10-06,7365.98,Defaulted
2296,4274,10,Agriculture Loan,6280.99,11.38,12,2025-05-09,2026-05-09,2613.68,Current
2297,4276,6,Vehicle Loan,13373.55,13.67,48,2025-07-25,2029-07-25,12262.28,Current
2298,4277,18,Personal Loan,11704.9,16.66,36,2025-10-23,2028-10-23,10854.29,Current
2299,4278,15,Vehicle Loan,16359.61,10.58,24,2024-10-10,2026-10-10,6506.2,Current
2300,4279,1,SME Loan,19866.28,12.26,60,2025-06-26,2030-06-26,17607.27,Current
2301,4280,8,Personal Loan,16893.52,14.55,60,2025-06-26,2030-06-26,15137.26,Non-Performing
2302,4282,3,Personal Loan,6909.12,12.48,24,2024-07-30,2026-07-30,1969.14,Non-Performing
2303,4283,6,Housing Loan,18651.62,11.33,204,2025-06-24,2042-06-24,18862.74,Current
2304,4285,8,Personal Loan,11018.13,14.74,24,2025-05-24,2027-05-24,7745.49,Current
2305,4286,6,Vehicle Loan,3413.56,13.61,24,2025-06-25,2027-06-25,2591.67,Past Due
2306,4289,2,Housing Loan,40759.48,8.06,96,2024-10-28,2032-10-28,35836.21,Current
2307,4291,8,Personal Loan,5709.05,14.31,48,2025-08-08,2029-08-08,5462.03,Non-Performing
2308,4293,7,Personal Loan,11003.23,15.81,36,2023-12-31,2026-12-31,3799.28,Current
2309,4294,15,Housing Loan,78683.56,11.66,60,2025-02-28,2030-02-28,63690.52,Current
2310,4295,9,Housing Loan,21403.73,8.24,216,2024-07-12,2042-07-12,19411.48,Current
2311,4303,18,Personal Loan,14680.85,16.97,48,2025-05-22,2029-05-22,12290.63,Current
2312,4305,5,Vehicle Loan,12711.2,10.44,36,2025-06-01,2028-06-01,10509.62,Past Due
2313,4306,3,Vehicle Loan,13623.89,13.16,36,2024-10-05,2027-10-05,8121.8,Current
2314,4308,14,Housing Loan,47571.12,10.73,144,2025-06-27,2037-06-27,44307.9,Current
2315,4309,7,Vehicle Loan,6833.96,11.45,48,2025-05-21,2029-05-21,5737.17,Past Due
2316,4310,13,Housing Loan,73568.35,11.64,180,2024-09-24,2039-09-24,68872.22,Current
2317,4315,18,Vehicle Loan,5093.74,12.01,48,2025-05-30,2029-05-30,4562.73,Current
2318,4316,9,Vehicle Loan,5819.44,13.57,60,2024-04-20,2029-04-20,3839.92,Current
2319,4318,15,Vehicle Loan,5821.52,12.73,24,2025-04-26,2027-04-26,3932.85,Current
2320,4321,18,Housing Loan,18992.66,9.31,216,2025-10-14,2043-10-14,19398.03,Current
2321,4322,7,Agriculture Loan,2073.7,12.6,12,2025-05-14,2026-05-14,891.6,Current
2322,4323,3,Vehicle Loan,4434.48,11.62,60,2024-06-03,2029-06-03,2927.71,Current
2323,4327,11,Vehicle Loan,10605.06,11.58,36,2025-06-28,2028-06-28,8669.15,Current
2324,4332,10,Personal Loan,7568.47,14.92,60,2025-06-11,2030-06-11,6933.98,Current
2325,4333,11,Vehicle Loan,5956.25,13.24,60,2024-03-19,2029-03-19,3764.98,Current
2326,4334,5,Vehicle Loan,6431.56,12.1,60,2024-08-31,2029-08-31,4525.53,Current
2327,4335,1,Personal Loan,6805.09,13.86,60,2025-11-26,2030-11-26,6404.71,Current
2328,4336,8,Housing Loan,50714.54,8.59,168,2025-01-20,2039-01-20,45822.36,Current
2329,4338,15,Housing Loan,122510.36,11.15,60,2025-06-21,2030-06-21,111188.24,Current
2330,4340,3,Vehicle Loan,16027.29,11.63,36,2025-06-11,2028-06-11,13772.62,Current
2331,4342,11,Personal Loan,3222.0,15.52,48,2024-02-26,2028-02-26,1697.01,Current
2332,4344,3,Personal Loan,3964.23,16.42,12,2025-03-11,2026-03-11,1019.73,Past Due
2333,4347,2,Housing Loan,138943.15,8.72,240,2025-04-27,2045-04-27,135765.41,Current
2334,4349,4,Personal Loan,15906.16,13.13,12,2025-05-24,2026-05-24,6449.38,Past Due
2335,4353,10,Agriculture Loan,3786.38,11.62,24,2023-10-04,2025-10-04,0.0,Closed
2336,4354,11,Housing Loan,21113.56,10.0,216,2025-04-04,2043-04-04,20337.58,Defaulted
2337,4356,4,Vehicle Loan,8041.04,14.81,48,2025-02-02,2029-02-02,6394.45,Current
2338,4360,8,Personal Loan,2902.4,15.06,48,2025-04-12,2029-04-12,2471.85,Current
2339,4361,5,Agriculture Loan,1795.53,10.4,36,2025-11-05,2028-11-05,1743.42,Past Due
2340,4362,10,SME Loan,47539.94,14.04,60,2024-09-24,2029-09-24,36352.53,Non-Performing
2341,4363,10,Agriculture Loan,4948.43,11.14,12,2024-02-03,2025-02-03,0.0,Closed
2342,4364,1,Vehicle Loan,19879.89,12.25,24,2023-12-02,2025-12-02,0.0,Closed
2343,4365,15,Housing Loan,39705.29,8.72,84,2025-07-18,2032-07-18,38437.45,Past Due
2344,4368,18,Agriculture Loan,4880.78,12.52,36,2025-10-24,2028-10-24,4684.5,Past Due
2345,4369,4,Agriculture Loan,3735.76,13.61,48,2025-04-24,2029-04-24,3172.67,Current
2346,4371,17,Personal Loan,3685.93,16.58,60,2025-05-14,2030-05-14,3236.45,Non-Performing
2347,4372,1,SME Loan,37761.62,12.08,36,2025-07-02,2028-07-02,32558.54,Past Due
2348,4373,4,Agriculture Loan,3024.62,9.49,12,2025-03-17,2026-03-17,738.0,Current
2349,4374,18,Housing Loan,36464.46,10.96,60,2025-06-12,2030-06-12,31870.75,Past Due
2350,4381,5,SME Loan,67476.18,12.59,36,2025-11-19,2028-11-19,65076.52,Current
2351,4382,7,Agriculture Loan,3503.05,10.6,24,2025-06-29,2027-06-29,2510.5,Current
2352,4383,13,Housing Loan,35245.68,8.02,192,2025-03-18,2041-03-18,35007.63,Current
2353,4385,12,Vehicle Loan,11099.46,14.98,60,2023-12-17,2028-12-17,6573.46,Current
2354,4386,3,Personal Loan,10039.02,14.13,12,2024-03-29,2025-03-29,0.0,Closed
2355,4388,1,Housing Loan,11904.39,11.03,192,2024-12-19,2040-12-19,11240.18,Non-Performing
2356,4391,7,SME Loan,52483.57,14.8,60,2023-10-12,2028-10-12,28934.86,Current
2357,4392,5,Personal Loan,15549.96,15.53,60,2024-02-17,2029-02-17,10219.99,Past Due
2358,4394,7,Agriculture Loan,3877.33,12.62,12,2025-12-23,2026-12-23,3704.01,Current
2359,4396,18,Vehicle Loan,10947.26,10.61,36,2025-10-22,2028-10-22,10714.97,Past Due
2360,4398,16,Personal Loan,13874.57,14.78,24,2025-12-12,2027-12-12,14271.41,Current
2361,4399,10,Vehicle Loan,11593.15,11.2,60,2026-01-10,2031-01-10,11175.9,Non-Performing
2362,4402,3,SME Loan,29979.52,14.1,24,2025-03-07,2027-03-07,17810.42,Current
2363,4403,11,SME Loan,11177.88,10.47,36,2025-01-14,2028-01-14,7751.13,Current
2364,4405,15,Personal Loan,10788.18,14.32,48,2025-06-10,2029-06-10,9514.5,Current
2365,4408,12,Housing Loan,55361.35,10.44,120,2025-05-18,2035-05-18,51687.77,Current
2366,4412,15,Housing Loan,28194.08,9.01,192,2025-06-20,2041-06-20,28193.68,Current
2367,4413,12,SME Loan,24004.54,11.02,24,2025-01-24,2027-01-24,13634.7,Current
2368,4415,11,Personal Loan,10369.38,16.08,24,2025-11-06,2027-11-06,10363.23,Current
